0	0	0	0	0	0	0	0	0	0
5	2	2	1	1	2	1	2	1	1
7	3	2	1	2	4	2	2	3	2
8	7	5	6	3	7	4	3	3	2
8	7	6	11	3	9	7	4	6	2
8	11	8	12	6	10	11	7	6	3
8	13	9	16	8	15	16	9	8	6
11	17	12	20	12	20	18	13	11	9
11	19	15	23	15	24	19	15	14	10
12	27	21	25	19	30	25	17	14	13
13	29	28	30	24	35	31	23	18	18
18	37	33	30	31	42	34	26	23	25
22	40	38	36	36	44	39	28	28	30
25	53	44	43	42	46	48	31	30	30
31	55	52	49	44	52	53	32	37	35
32	57	57	53	46	57	60	38	42	39
35	61	62	57	51	61	65	39	43	44
40	70	74	62	55	66	75	45	57	51
48	75	82	77	63	75	79	54	66	55
52	84	92	84	74	82	87	60	72	62
56	90	103	91	85	86	97	66	79	69
63	100	114	101	91	94	103	70	86	79
73	108	123	111	98	97	115	77	97	90
80	117	130	118	109	106	123	85	107	100
86	129	141	122	120	117	132	94	114	111
96	136	150	131	124	123	140	104	123	116
105	155	158	142	135	135	155	118	132	126
113	162	168	153	149	144	163	129	139	138
119	172	178	163	164	155	173	135	144	147
129	178	190	178	174	168	182	144	154	165
146	187	201	184	184	178	196	151	159	175
155	195	213	197	190	189	205	162	170	187
163	205	226	208	206	194	209	172	178	203
175	215	239	219	217	207	218	184	189	215
183	227	251	231	229	228	232	200	196	234
195	237	270	243	241	237	245	208	211	242
206	249	281	252	254	250	255	222	222	255
220	263	297	261	269	266	265	234	234	260
232	276	314	271	283	286	276	251	245	271
243	285	325	281	292	298	289	269	256	288
259	298	339	300	304	311	300	283	274	300
274	314	363	310	316	318	314	292	287	314
284	332	381	316	331	328	333	301	300	330
296	356	398	331	344	342	348	312	309	348
307	369	421	344	360	356	358	322	326	362
322	384	441	358	376	368	371	337	342	373
334	400	458	373	390	379	388	351	359	390
355	422	473	391	411	390	400	363	373	412
370	444	500	414	433	404	414	384	385	421
380	473	520	436	452	417	427	401	404	436
395	492	538	449	468	433	445	418	422	463
410	506	553	463	480	457	463	431	438	480
421	523	573	483	498	483	487	444	451	502
433	540	592	509	516	493	506	462	472	519
453	561	603	531	535	510	519	481	496	541
