0	0	0	0	0	0	0	0	0	0
1	1	2	1	1	1	1	1	1	1
1	3	2	1	2	1	1	1	1	1
1	5	3	1	2	2	2	3	1	1
2	5	4	3	3	3	2	4	1	3
2	5	5	4	3	5	2	5	3	3
3	6	5	5	6	7	4	6	4	3
4	8	6	7	8	8	4	6	5	6
5	8	7	11	9	9	5	8	7	6
8	9	8	15	12	12	6	13	8	10
9	13	11	18	14	15	7	15	12	14
9	17	11	19	20	18	11	16	12	18
12	22	14	21	22	22	13	19	16	21
14	25	16	26	24	26	14	23	19	22
20	29	19	31	28	27	16	30	25	25
28	33	26	36	30	29	21	33	30	25
33	35	29	39	36	37	25	39	31	27
37	39	31	41	39	39	29	42	33	30
39	45	34	45	40	43	32	44	36	35
44	49	37	50	40	48	38	52	41	40
48	53	41	55	44	51	38	55	49	45
55	57	44	63	50	57	40	60	57	50
63	62	49	70	55	63	46	69	62	52
66	65	58	72	59	69	53	76	70	58
68	77	59	75	64	76	60	81	72	68
73	83	66	81	70	83	64	82	79	70
79	90	72	86	77	85	73	89	80	74
81	98	81	90	83	88	81	96	91	84
87	100	89	95	90	97	90	100	99	96
92	108	97	100	95	101	96	111	111	102
95	114	101	107	108	109	102	119	123	111
98	121	109	115	119	119	113	125	127	117
105	130	115	127	128	128	117	132	133	129
113	138	124	135	133	135	127	136	141	134
123	146	132	143	138	145	134	141	152	141
129	151	139	154	151	158	147	148	164	148
134	157	146	164	163	166	156	162	172	159
140	167	152	178	173	176	164	178	184	167
154	173	159	187	179	184	171	186	196	173
159	177	169	198	189	199	180	199	205	177
164	185	183	204	193	207	196	204	221	183
173	194	194	213	203	215	208	212	227	195
180	202	199	228	211	230	220	223	239	201
187	209	212	236	219	237	234	231	254	207
203	215	227	253	226	255	251	248	271	217
210	219	236	266	238	261	268	255	285	224
223	229	242	277	245	270	283	272	298	234
237	239	251	284	256	282	298	287	310	245
246	251	263	295	267	288	314	303	321	253
258	260	272	312	273	298	324	313	331	264
272	268	288	329	285	309	341	327	337	278
286	276	302	342	304	319	356	346	350	285
302	283	315	355	313	328	369	362	365	297
314	301	328	365	327	345	379	372	371	312
322	314	340	380	338	364	390	381	379	325
333	327	355	391	345	370	401	401	393	334
344	340	369	398	358	392	422	416	399	346
354	357	382	411	372	404	435	433	410	358
365	376	392	421	384	420	457	444	421	366
379	393	409	435	401	428	476	458	437	381
390	411	427	450	411	446	492	470	452	397
409	422	442	460	435	470	504	483	466	412
420	435	460	476	449	483	517	496	473	426
441	447	479	490	465	500	536	509	487	444
454	463	491	505	476	521	548	523	502	457
472	479	505	520	492	533	560	537	524	478
487	494	522	540	510	543	579	548	536	498
499	505	542	552	528	558	597	562	556	520
513	519	555	573	545	575	616	586	572	537
530	530	574	587	560	600	633	603	587	556
545	553	585	597	580	619	649	623	605	562
552	570	601	616	594	637	669	641	619	578
573	581	615	632	611	658	685	664	632	598
596	597	630	652	628	678	696	679	654	613
610	617	644	664	648	692	719	690	671	635
632	638	665	684	667	713	738	708	680	649
649	663	690	702	680	729	758	722	689	664
659	677	707	723	700	747	769	752	712	682
672	698	723	736	709	761	787	775	732	705
690	713	741	753	720	779	806	796	762	730
715	740	763	771	738	800	824	817	777	740
729	761	779	795	762	825	846	838	800	758
754	779	801	815	782	843	864	855	828	771
776	799	824	835	796	859	891	877	850	791
797	826	847	860	816	891	912	893	866	819
822	853	867	879	831	908	937	915	891	838
839	873	887	906	854	928	956	939	908	855
865	891	906	922	865	948	984	961	929	874
890	908	927	943	888	973	1003	987	945	887
912	927	948	957	915	999	1032	1010	968	908
935	947	974	977	939	1022	1059	1036	991	927
957	973	996	1007	954	1048	1085	1060	1018	943
975	998	1018	1033	972	1067	1105	1074	1037	958
1003	1015	1038	1061	995	1088	1125	1096	1059	978
1027	1033	1051	1077	1017	1107	1148	1125	1077	999
1044	1056	1073	1093	1037	1120	1177	1153	1099	1028
1065	1080	1092	1120	1059	1147	1208	1170	1124	1050
1090	1103	1116	1147	1084	1170	1236	1186	1154	1063
1116	1124	1134	1172	1105	1200	1256	1215	1167	1090
1140	1150	1154	1194	1129	1218	1289	1238	1195	1113
1155	1171	1177	1216	1153	1239	1312	1257	1224	1131
1184	1193	1203	1235	1179	1260	1332	1286	1257	1157
1210	1214	1227	1257	1193	1278	1354	1305	1278	1180
1227	1239	1250	1273	1224	1305	1384	1325	1307	1204
1246	1258	1280	1291	1246	1328	1400	1356	1334	1226
1272	1291	1308	1308	1271	1353	1421	1389	1357	1251
1294	1315	1330	1338	1305	1387	1447	1414	1384	1277
1327	1334	1354	1358	1329	1417	1465	1442	1401	1298
1355	1359	1377	1387	1355	1441	1491	1473	1427	1327
1389	1382	1397	1417	1384	1469	1511	1506	1445	1347
1415	1404	1425	1445	1416	1496	1535	1534	1468	1370
1437	1439	1448	1476	1441	1515	1561	1570	1489	1399
1456	1473	1475	1501	1465	1541	1588	1597	1511	1423
1483	1500	1516	1526	1488	1571	1617	1626	1541	1450
1510	1537	1535	1554	1505	1590	1643	1659	1567	1478
1539	1552	1566	1580	1526	1618	1689	1680	1600	1501
1561	1575	1596	1604	1548	1638	1713	1709	1621	1524
1581	1600	1614	1632	1578	1663	1738	1734	1658	1560
1600	1626	1647	1660	1600	1691	1766	1768	1675	1596
1631	1656	1669	1683	1635	1720	1798	1798	1698	1624
1663	1693	1700	1717	1661	1750	1820	1828	1732	1656
1686	1715	1732	1747	1695	1783	1850	1854	1765	1693
1709	1752	1760	1778	1722	1823	1881	1884	1793	1730
1745	1779	1789	1806	1749	1850	1909	1918	1826	1760
1771	1811	1810	1852	1776	1887	1934	1943	1848	1794
1808	1844	1835	1879	1809	1916	1964	1968	1879	1825
1844	1889	1880	1917	1845	1952	1999	1996	1913	1848
1870	1920	1910	1951	1872	1985	2019	2014	1944	1870
1898	1951	1949	1985	1903	2019	2052	2044	1974	1901
1931	1974	1976	2012	1934	2062	2089	2070	2010	1943
1954	2005	2004	2037	1965	2101	2118	2092	2045	1975
1990	2035	2038	2063	1986	2134	2144	2132	2084	2005
2027	2070	2066	2101	2009	2170	2167	2167	2123	2039
2067	2105	2105	2138	2028	2196	2194	2202	2151	2068
2106	2138	2137	2171	2059	2227	2220	2228	2190	2099
2139	2174	2165	2200	2097	2262	2253	2261	2222	2134
2176	2206	2196	2226	2126	2294	2283	2295	2252	2163
2203	2245	2227	2267	2160	2318	2315	2332	2288	2202
2239	2272	2250	2295	2199	2357	2346	2364	2323	2232
2267	2302	2275	2327	2229	2389	2375	2405	2355	2261
2291	2343	2314	2365	2265	2425	2406	2439	2386	2299
2328	2380	2334	2402	2292	2460	2440	2477	2422	2337
2365	2420	2369	2430	2333	2491	2470	2509	2461	2375
2392	2459	2399	2458	2374	2529	2516	2544	2491	2416
2425	2491	2446	2490	2395	2557	2559	2577	2534	2448
2453	2526	2478	2532	2434	2595	2589	2620	2571	2479
2487	2551	2508	2565	2465	2623	2622	2648	2604	2516
2523	2592	2544	2598	2505	2645	2651	2681	2642	2559
2548	2626	2568	2633	2536	2691	2676	2715	2677	2598
2582	2669	2601	2676	2576	2728	2707	2744	2710	2645
2613	2715	2640	2704	2609	2752	2746	2778	2766	2689
2653	2749	2679	2745	2638	2794	2773	2805	2799	2719
2682	2790	2711	2785	2679	2824	2814	2839	2835	2753
2721	2830	2744	2834	2722	2870	2854	2873	2877	2787
2762	2857	2777	2875	2764	2894	2894	2918	2924	2817
2794	2897	2818	2918	2802	2942	2928	2954	2954	2857
2837	2935	2863	2964	2834	2984	2965	2997	3001	2898
2875	2974	2896	3003	2875	3020	2998	3020	3036	2940
2922	3015	2936	3040	2900	3062	3033	3062	3078	2981
2954	3054	2972	3081	2937	3099	3062	3098	3112	3033
2996	3090	3007	3124	2973	3134	3103	3126	3142	3071
3037	3125	3047	3154	3025	3177	3133	3165	3178	3110
3082	3162	3086	3195	3063	3211	3189	3205	3209	3138
3111	3207	3123	3244	3109	3252	3226	3239	3237	3179
3140	3250	3161	3280	3155	3282	3269	3270	3271	3230
3180	3286	3216	3328	3195	3334	3317	3303	3307	3271
3225	3338	3262	3379	3231	3385	3342	3349	3351	3303
3271	3374	3308	3421	3276	3418	3375	3384	3381	3335
3308	3403	3345	3455	3313	3454	3418	3424	3419	3388
3364	3446	3387	3497	3345	3489	3450	3465	3468	3435
3408	3496	3429	3546	3395	3537	3493	3506	3509	3473
3448	3546	3472	3589	3447	3576	3531	3551	3549	3518
3492	3585	3503	3624	3494	3623	3574	3593	3591	3556
3541	3638	3556	3660	3538	3661	3604	3636	3631	3598
3588	3689	3603	3705	3575	3707	3656	3681	3659	3635
3632	3734	3652	3740	3608	3743	3695	3724	3703	3676
3669	3773	3700	3787	3658	3782	3734	3763	3751	3705
3711	3824	3755	3836	3707	3823	3786	3807	3784	3733
3758	3856	3798	3862	3754	3863	3826	3835	3841	3777
3808	3909	3833	3899	3800	3910	3865	3887	3884	3820
3854	3947	3869	3949	3836	3945	3912	3939	3930	3858
3889	3986	3906	3985	3874	3999	3957	3986	3964	3898
3918	4031	3947	4035	3923	4047	3998	4037	4005	3943
3966	4087	3990	4086	3969	4095	4035	4076	4049	3985
4020	4128	4033	4132	4013	4137	4083	4122	4092	4022
4058	4171	4077	4166	4046	4203	4118	4168	4137	4072
4111	4213	4123	4223	4079	4247	4165	4205	4195	4122
4150	4257	4170	4269	4133	4283	4208	4248	4234	4166
4191	4291	4211	4323	4187	4325	4249	4285	4280	4215
4247	4335	4253	4373	4223	4369	4283	4321	4336	4245
4300	4368	4298	4428	4266	4412	4327	4366	4374	4292
4340	4417	4347	4471	4319	4448	4367	4408	4418	4330
4380	4475	4390	4498	4359	4493	4419	4447	4458	4374
4423	4517	4433	4553	4417	4556	4464	4492	4516	4421
4467	4569	4475	4592	4464	4598	4505	4544	4561	4460
4513	4612	4529	4628	4513	4646	4556	4586	4606	4506
4563	4652	4578	4674	4549	4700	4597	4630	4647	4557
4611	4708	4630	4720	4582	4742	4639	4675	4690	4612
4650	4749	4679	4779	4628	4781	4692	4726	4738	4656
4689	4807	4712	4836	4675	4821	4741	4773	4781	4695
4732	4882	4765	4873	4721	4867	4783	4824	4825	4744
4791	4921	4822	4928	4766	4913	4831	4864	4882	4785
4820	4973	4866	4968	4812	4957	4881	4910	4923	4838
4875	5015	4917	5011	4861	5000	4932	4954	4966	4879
4932	5062	4961	5070	4912	5056	4983	4996	5016	4934
4973	5109	5012	5111	4971	5104	5047	5046	5071	4979
5029	5169	5069	5159	5012	5155	5086	5084	5126	5034
5079	5223	5119	5219	5063	5205	5136	5126	5173	5087
5139	5264	5165	5278	5124	5262	5189	5173	5224	5134
5188	5321	5205	5328	5173	5322	5239	5224	5279	5190
5245	5371	5250	5385	5206	5375	5305	5277	5337	5251
5300	5418	5311	5430	5262	5417	5366	5340	5384	5300
5361	5471	5365	5497	5318	5470	5412	5381	5423	5353
5416	5516	5412	5543	5371	5531	5461	5430	5472	5395
5474	5566	5460	5594	5423	5579	5512	5482	5521	5457
